N/D;Airport;Flight Number;A/D;Time;From;To;Ops Days;Org/Nxt;Prv/Fin;Seats;A/C;STC;Frequency;Wait;;;;Season;Rotation ID;Code;Registration;Last Update;
N;LYS;AF 1586;D;0600;20250722;20250722;0200000;BIQ;BIQ;100;E90;J;1;;;;;S25;809;;;14JUL25 1623;
N;LYS;AF 1586;D;0600;20250901;20250911;1234000;BIQ;BIQ;100;E90;J;1;;;;;S25;810;;;30JAN25 1002;
N;LYS;AF 1586;D;0600;20250905;20250905;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;811;;;11MAR25 1242;
N;LYS;AF 1586;D;0600;20250912;20250912;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;812;;;07JUL25 0956;
N;LYS;AF 1586;D;0615;20250915;20251015;1230000;BIQ;BIQ;100;E90;J;1;;;;;S25;813;;;30JAN25 1002;
N;LYS;AF 1586;D;0615;20250918;20251016;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;814;;;30JAN25 1002;
N;LYS;AF 1586;D;0600;20251020;20251023;1234000;BIQ;BIQ;100;E90;J;1;;;;;S25;815;;;30JAN25 1002;
N;LYS;AF 1587;A;0545;20250331;20250407;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;816;;;07MAR25 1721;
N;LYS;AF 1587;A;0545;20250401;20250409;0230000;BIQ;BIQ;100;E90;J;1;;;;;S25;817;;;07MAR25 1721;
N;LYS;AF 1587;A;0545;20250403;20250410;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;818;;;07MAR25 1721;
N;LYS;AF 1587;A;1305;20250413;20250413;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;819;;;07MAR25 1517;
N;LYS;AF 1587;A;0910;20250414;20250417;1234000;BIQ;BIQ;100;E90;J;1;;;;;S25;820;;;07MAR25 1721;
N;LYS;AF 1587;A;0910;20250418;20250425;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;821;;;07MAR25 1512;
N;LYS;AF 1587;A;0910;20250422;20250429;1204000;BIQ;BIQ;100;E90;J;1;;;;;S25;822;;;29APR25 2211;
N;LYS;AF 1587;A;0910;20250423;20250423;0030000;BIQ;BIQ;100;E90;J;1;;;;;S25;823;;;29APR25 2211;
N;LYS;AF 1587;A;1305;20250427;20250511;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;824;;;07MAR25 1517;
N;LYS;AF 1587;A;0910;20250430;20250430;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;825;;;29APR25 2211;
N;LYS;AF 1587;A;0910;20250505;20250505;1000000;BIQ;BIQ;76;E70;J;1;;;;;S25;826;;;04MAY25 1756;
N;LYS;AF 1587;A;0910;20250506;20250507;0230000;BIQ;BIQ;100;E90;J;1;;;;;S25;827;;;04MAY25 1756;
N;LYS;AF 1587;A;0555;20250512;20250512;1000000;BIQ;BIQ;76;E70;J;1;;;;;S25;828;;;17APR25 1747;
N;LYS;AF 1587;A;0555;20250513;20250513;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;829;;;17APR25 1704;
N;LYS;AF 1587;A;0555;20250514;20250514;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;830;;;17APR25 1634;
N;LYS;AF 1587;A;0555;20250515;20250515;0004000;BIQ;BIQ;76;E70;J;1;;;;;S25;831;;;17APR25 1641;
N;LYS;AF 1587;A;0555;20250519;20250519;1000000;BIQ;BIQ;76;E70;J;1;;;;;S25;832;;;17APR25 1716;
N;LYS;AF 1587;A;0555;20250520;20250520;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;833;;;17APR25 1621;
N;LYS;AF 1587;A;0555;20250521;20250521;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;834;;;17APR25 1655;
N;LYS;AF 1587;A;0555;20250522;20250522;0004000;BIQ;BIQ;76;E70;J;1;;;;;S25;835;;;17APR25 1626;
N;LYS;AF 1587;A;0555;20250526;20250526;1000000;BIQ;BIQ;76;E70;J;1;;;;;S25;836;;;17APR25 1709;
N;LYS;AF 1587;A;0555;20250527;20250527;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;837;;;17APR25 1631;
N;LYS;AF 1587;A;0555;20250528;20250528;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;838;;;17APR25 1612;
N;LYS;AF 1587;A;0555;20250602;20250602;1000000;BIQ;BIQ;76;E70;J;1;;;;;S25;839;;;17APR25 1753;
N;LYS;AF 1587;A;0555;20250603;20250603;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;840;;;17APR25 1614;
N;LYS;AF 1587;A;0555;20250604;20250604;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;841;;;17APR25 1643;
N;LYS;AF 1587;A;0555;20250605;20250605;0004000;BIQ;BIQ;76;E70;J;1;;;;;S25;842;;;17APR25 1637;
N;LYS;AF 1587;A;0555;20250610;20250610;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;843;;;17APR25 1617;
N;LYS;AF 1587;A;0555;20250611;20250611;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;844;;;17APR25 1701;
N;LYS;AF 1587;A;0555;20250612;20250612;0004000;BIQ;BIQ;76;E70;J;1;;;;;S25;845;;;17APR25 1730;
N;LYS;AF 1587;A;0555;20250616;20250616;1000000;BIQ;BIQ;76;E70;J;1;;;;;S25;846;;;17APR25 1703;
N;LYS;AF 1587;A;0555;20250617;20250617;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;847;;;17APR25 1736;
N;LYS;AF 1587;A;0555;20250618;20250618;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;848;;;17APR25 1710;
N;LYS;AF 1587;A;0555;20250619;20250619;0004000;BIQ;BIQ;76;E70;J;1;;;;;S25;849;;;17APR25 1706;
N;LYS;AF 1587;A;0555;20250623;20250623;1000000;BIQ;BIQ;76;E70;J;1;;;;;S25;850;;;17APR25 1700;
N;LYS;AF 1587;A;0555;20250624;20250624;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;851;;;17APR25 1638;
N;LYS;AF 1587;A;0555;20250625;20250625;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;852;;;17APR25 1739;
N;LYS;AF 1587;A;0555;20250626;20250626;0004000;BIQ;BIQ;76;E70;J;1;;;;;S25;853;;;17APR25 1752;
N;LYS;AF 1587;A;0555;20250630;20250630;1000000;BIQ;BIQ;76;E70;J;1;;;;;S25;854;;;17APR25 1749;
N;LYS;AF 1587;A;0620;20250701;20250701;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;855;;;30JUN25 1801;
N;LYS;AF 1587;A;0555;20250702;20250702;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;856;;;17APR25 1658;
N;LYS;AF 1587;A;1305;20250706;20250706;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;857;;;07MAR25 1517;
N;LYS;AF 1587;A;0910;20250707;20250710;1234000;BIQ;BIQ;100;E90;J;1;;;;;S25;858;;;11MAR25 1420;
N;LYS;AF 1587;A;0910;20250711;20250725;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;859;;;11MAR25 1428;
N;LYS;AF 1587;A;1300;20250713;20250713;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;860;;;11MAR25 1418;
N;LYS;AF 1587;A;0910;20250715;20250715;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;861;;;14JUL25 1625;
N;LYS;AF 1587;A;0910;20250716;20250724;1034000;BIQ;BIQ;100;E90;J;1;;;;;S25;862;;;14JUL25 1625;
N;LYS;AF 1587;A;1305;20250720;20250727;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;863;;;11MAR25 1056;
N;LYS;AF 1587;A;0910;20250722;20250722;0200000;BIQ;BIQ;100;E90;J;1;;;;;S25;864;;;14JUL25 1625;
N;LYS;AF 1587;A;0910;20250901;20250904;1234000;BIQ;BIQ;100;E90;J;1;;;;;S25;865;;;11MAR25 1420;
N;LYS;AF 1587;A;0910;20250905;20250905;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;866;;;11MAR25 1048;
N;LYS;AF 1587;A;1305;20250907;20250907;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;867;;;11MAR25 1056;
N;LYS;AF 1587;A;0910;20250908;20250911;1234000;BIQ;BIQ;100;E90;J;1;;;;;S25;868;;;07JUL25 0955;
N;LYS;AF 1587;A;0910;20250912;20250912;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;869;;;07JUL25 0957;
N;LYS;AF 1587;A;1305;20250914;20250914;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;870;;;07JUL25 0959;
N;LYS;AF 1587;A;0555;20250915;20250915;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;871;;;07JUL25 0955;
N;LYS;AF 1587;A;0545;20250916;20251022;0230000;BIQ;BIQ;100;E90;J;1;;;;;S25;872;;;07JUL25 0955;
N;LYS;AF 1587;A;0545;20250918;20251023;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;873;;;07JUL25 0955;
N;LYS;AF 1587;A;0545;20250922;20251020;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;874;;;07JUL25 0955;
N;LYS;AF 1590;D;1440;20250331;20250407;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;875;;;07MAR25 1532;
N;LYS;AF 1590;D;1440;20250401;20250408;0200000;BIQ;BIQ;100;E90;J;1;;;;;S25;876;;;02APR25 1203;
N;LYS;AF 1590;D;1440;20250402;20250402;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;877;;;02APR25 1203;
N;LYS;AF 1590;D;1440;20250403;20250403;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;878;;;10APR25 0403;
N;LYS;AF 1590;D;1440;20250404;20250404;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;879;;;11APR25 0542;
N;LYS;AF 1590;D;1440;20250409;20250409;0030000;BIQ;BIQ;100;E90;J;1;;;;;S25;880;;;02APR25 1203;
N;LYS;AF 1590;D;1440;20250410;20250410;0004000;BIQ;BIQ;76;E70;J;1;;;;;S25;881;;;10APR25 0403;
N;LYS;AF 1590;D;1440;20250411;20250411;0000500;BIQ;BIQ;76;E70;J;1;;;;;S25;882;;;11APR25 0542;
N;LYS;AF 1590;D;1445;20250414;20250429;1204500;BIQ;BIQ;100;E90;J;1;;;;;S25;883;;;30APR25 0403;
N;LYS;AF 1590;D;1445;20250416;20250423;0030000;BIQ;BIQ;100;E90;J;1;;;;;S25;884;;;30APR25 0403;
N;LYS;AF 1590;D;1445;20250430;20250430;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;885;;;30APR25 0403;
N;LYS;AF 1590;D;1445;20250505;20250507;1230000;BIQ;BIQ;100;E90;J;1;;;;;S25;886;;;07MAR25 1532;
N;LYS;AF 1590;D;1440;20250512;20250602;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;887;;;07MAR25 1532;
N;LYS;AF 1590;D;1440;20250513;20250617;0200000;BIQ;BIQ;100;E90;J;1;;;;;S25;888;;;24JUN25 0953;
N;LYS;AF 1590;D;1440;20250514;20250604;0030000;BIQ;BIQ;100;E90;J;1;;;;;S25;889;;;10JUN25 1520;
N;LYS;AF 1590;D;1440;20250515;20250523;0004500;BIQ;BIQ;100;E90;J;1;;;;;S25;890;;;07MAR25 1504;
N;LYS;AF 1590;D;1440;20250605;20250703;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;891;;;05JUN25 1934;
N;LYS;AF 1590;D;1440;20250606;20250606;0000500;BIQ;BIQ;76;E70;J;1;;;;;S25;892;;;05JUN25 1934;
N;LYS;AF 1590;D;1445;20250611;20250611;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;893;;;10JUN25 1520;
N;LYS;AF 1590;D;1440;20250613;20250627;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;894;;;03JUL25 1554;
N;LYS;AF 1590;D;1440;20250616;20250630;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;895;;;11MAR25 1122;
N;LYS;AF 1590;D;1440;20250618;20250618;0030000;BIQ;BIQ;100;E90;J;1;;;;;S25;896;;;25JUN25 1121;
N;LYS;AF 1590;D;1440;20250624;20250624;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;897;;;24JUN25 0953;
N;LYS;AF 1590;D;1440;20250625;20250625;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;898;;;25JUN25 1121;
N;LYS;AF 1590;D;1440;20250701;20250701;0200000;BIQ;BIQ;100;E90;J;1;;;;;S25;899;;;24JUN25 0953;
N;LYS;AF 1590;D;1440;20250702;20250702;0030000;BIQ;BIQ;100;E90;J;1;;;;;S25;900;;;25JUN25 1121;
N;LYS;AF 1590;D;1445;20250707;20250714;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;901;;;21JUL25 1104;
N;LYS;AF 1590;D;1450;20250708;20250708;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;902;;;07JUL25 1529;
N;LYS;AF 1590;D;1445;20250709;20250709;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;903;;;09JUL25 1108;
N;LYS;AF 1590;D;1445;20250710;20250725;0004500;BIQ;BIQ;100;E90;J;1;;;;;S25;904;;;21JUL25 1104;
N;LYS;AF 1590;D;1445;20250715;20250722;0200000;BIQ;BIQ;100;E90;J;1;;;;;S25;905;;;07JUL25 1529;
N;LYS;AF 1590;D;1445;20250716;20250723;0030000;BIQ;BIQ;100;E90;J;1;;;;;S25;906;;;09JUL25 1108;
N;LYS;AF 1590;D;1445;20250721;20250721;1000000;BIQ;BIQ;76;E70;J;1;;;;;S25;907;;;21JUL25 1104;
N;LYS;AF 1590;D;1020;20250729;20250828;0204000;BIQ;BIQ;100;E90;J;1;;;;;S25;908;;;11MAR25 1122;
N;LYS;AF 1590;D;1835;20250801;20250829;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;909;;;11MAR25 1122;
N;LYS;AF 1590;D;1445;20250901;20250905;1234500;BIQ;BIQ;100;E90;J;1;;;;;S25;910;;;11MAR25 1122;
N;LYS;AF 1590;D;1445;20250908;20250912;1234500;BIQ;BIQ;100;E90;J;1;;;;;S25;911;;;07JUL25 1005;
N;LYS;AF 1590;D;1440;20250915;20251020;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;912;;;07JUL25 1005;
N;LYS;AF 1590;D;1440;20250916;20251022;0230000;BIQ;BIQ;100;E90;J;1;;;;;S25;913;;;07JUL25 1005;
N;LYS;AF 1590;D;1440;20250918;20251024;0004500;BIQ;BIQ;100;E90;J;1;;;;;S25;914;;;07JUL25 1005;
N;LYS;AF 1591;A;1400;20250331;20250407;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;915;;;07MAR25 1532;
N;LYS;AF 1591;A;1400;20250401;20250409;0230000;BIQ;BIQ;100;E90;J;1;;;;;S25;916;;;07MAR25 1532;
N;LYS;AF 1591;A;1400;20250403;20250411;0004500;BIQ;BIQ;100;E90;J;1;;;;;S25;917;;;07MAR25 1532;
N;LYS;AF 1591;A;1755;20250414;20250429;1204500;BIQ;BIQ;100;E90;J;1;;;;;S25;918;;;30APR25 0408;
N;LYS;AF 1591;A;1755;20250416;20250423;0030000;BIQ;BIQ;100;E90;J;1;;;;;S25;919;;;30APR25 0408;
N;LYS;AF 1591;A;1755;20250430;20250430;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;920;;;30APR25 0408;
N;LYS;AF 1591;A;1755;20250505;20250507;1230000;BIQ;BIQ;100;E90;J;1;;;;;S25;921;;;07MAR25 1532;
N;LYS;AF 1591;A;1400;20250512;20250602;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;922;;;07MAR25 1532;
N;LYS;AF 1591;A;1400;20250513;20250624;0200000;BIQ;BIQ;100;E90;J;1;;;;;S25;923;;;01JUL25 0551;
N;LYS;AF 1591;A;1400;20250514;20250702;0030000;BIQ;BIQ;100;E90;J;1;;;;;S25;924;;;01JUL25 0551;
N;LYS;AF 1591;A;1400;20250515;20250515;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;925;;;22MAY25 0627;
N;LYS;AF 1591;A;1400;20250516;20250523;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;926;;;22MAY25 0627;
N;LYS;AF 1591;A;1400;20250522;20250522;0004000;BIQ;BIQ;76;E70;J;1;;;;;S25;927;;;22MAY25 0627;
N;LYS;AF 1591;A;1400;20250605;20250605;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;928;;;12JUN25 0419;
N;LYS;AF 1591;A;1400;20250606;20250606;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;929;;;12JUN25 1932;
N;LYS;AF 1591;A;1400;20250612;20250612;0004000;BIQ;BIQ;76;E70;J;1;;;;;S25;930;;;12JUN25 0419;
N;LYS;AF 1591;A;1400;20250613;20250613;0000500;BIQ;BIQ;76;E70;J;1;;;;;S25;931;;;12JUN25 1932;
N;LYS;AF 1591;A;1400;20250616;20250630;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;932;;;11MAR25 1420;
N;LYS;AF 1591;A;1400;20250619;20250703;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;933;;;12JUN25 0419;
N;LYS;AF 1591;A;1400;20250620;20250704;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;934;;;12JUN25 1932;
N;LYS;AF 1591;A;1400;20250701;20250701;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;935;;;01JUL25 0551;
N;LYS;AF 1591;A;1800;20250707;20250714;1000000;BIQ;BIQ;100;E90;J;1;1755;;;;S25;936;;;21JUL25 1058;
N;LYS;AF 1591;A;1800;20250708;20250725;0204500;BIQ;BIQ;100;E90;J;1;1755;;;;S25;937;;;21JUL25 1058;
N;LYS;AF 1591;A;1755;20250709;20250709;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;938;;;09JUL25 1107;
N;LYS;AF 1591;A;1800;20250716;20250723;0030000;BIQ;BIQ;100;E90;J;1;1755;;;;S25;939;;;09JUL25 1107;
N;LYS;AF 1591;A;1755;20250721;20250721;1000000;BIQ;BIQ;76;E70;J;1;;;;;S25;940;;;21JUL25 1058;
N;LYS;AF 1591;A;1755;20250901;20250905;1234500;BIQ;BIQ;100;E90;J;1;;;;;S25;941;;;11MAR25 1420;
N;LYS;AF 1591;A;1755;20250908;20250912;1234500;BIQ;BIQ;100;E90;J;1;;;;;S25;942;;;07JUL25 1002;
N;LYS;AF 1591;A;1400;20250915;20251020;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;943;;;07JUL25 1002;
N;LYS;AF 1591;A;1400;20250916;20251022;0230000;BIQ;BIQ;100;E90;J;1;;;;;S25;944;;;07JUL25 1002;
N;LYS;AF 1591;A;1400;20250918;20251023;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;945;;;07JUL25 1002;
N;LYS;AF 1591;A;1400;20250919;20251017;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;946;;;07JUL25 1002;
N;LYS;AF 1592;D;1755;20250330;20250406;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;947;;;07MAR25 1532;
N;LYS;AF 1592;D;1845;20250331;20250408;1200000;BIQ;BIQ;100;E90;J;1;;;;;S25;948;;;10APR25 1147;
N;LYS;AF 1592;D;1845;20250402;20250402;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;949;;;02APR25 0459;
N;LYS;AF 1592;D;1845;20250403;20250403;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;950;;;10APR25 1147;
N;LYS;AF 1592;D;1845;20250404;20250411;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;951;;;07MAR25 1532;
N;LYS;AF 1592;D;1845;20250409;20250409;0030000;BIQ;BIQ;100;E90;J;1;;;;;S25;952;;;02APR25 0459;
N;LYS;AF 1592;D;1845;20250410;20250410;0004000;BIQ;BIQ;76;E70;J;1;;;;;S25;953;;;10APR25 1147;
N;LYS;AF 1592;D;1345;20250413;20250413;0000007;BIQ;BIQ;76;E70;J;1;;;;;S25;954;;;13APR25 0952;
N;LYS;AF 1592;D;1835;20250418;20250425;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;955;;;07MAR25 1532;
N;LYS;AF 1592;D;1345;20250427;20250427;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;956;;;04MAY25 1002;
N;LYS;AF 1592;D;1345;20250504;20250504;0000007;BIQ;BIQ;76;E70;J;1;;;;;S25;957;;;04MAY25 1002;
N;LYS;AF 1592;D;1345;20250511;20250511;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;958;;;04MAY25 1002;
N;LYS;AF 1592;D;1845;20250512;20250623;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;959;;;30JUN25 0659;
N;LYS;AF 1592;D;1845;20250513;20250617;0200000;BIQ;BIQ;100;E90;J;1;;;;;S25;960;;;24JUN25 0951;
N;LYS;AF 1592;D;1845;20250514;20250702;0030000;BIQ;BIQ;100;E90;J;1;;;;;S25;961;;;30JUN25 0659;
N;LYS;AF 1592;D;1845;20250515;20250522;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;962;;;07MAR25 1504;
N;LYS;AF 1592;D;1845;20250516;20250516;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;963;;;19MAY25 1235;
N;LYS;AF 1592;D;1755;20250518;20250518;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;964;;;25MAY25 0903;
N;LYS;AF 1592;D;1845;20250523;20250523;0000500;BIQ;BIQ;76;E70;J;1;;;;;S25;965;;;19MAY25 1235;
N;LYS;AF 1592;D;1755;20250525;20250525;0000007;BIQ;BIQ;76;E70;J;1;;;;;S25;966;;;25MAY25 0903;
N;LYS;AF 1592;D;1755;20250601;20250601;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;967;;;25MAY25 0903;
N;LYS;AF 1592;D;1845;20250605;20250605;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;968;;;12JUN25 0422;
N;LYS;AF 1592;D;1845;20250606;20250606;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;969;;;08JUN25 1517;
N;LYS;AF 1592;D;1855;20250613;20250613;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;970;;;13JUN25 1634;
N;LYS;AF 1592;D;1755;20250615;20250615;0000007;BIQ;BIQ;76;E70;J;1;;;;;S25;971;;;15JUN25 0917;
N;LYS;AF 1592;D;1845;20250619;20250619;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;972;;;26JUN25 1401;
N;LYS;AF 1592;D;1845;20250620;20250620;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;973;;;12JUN25 1112;
N;LYS;AF 1592;D;1755;20250622;20250622;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;974;;;29JUN25 1314;
N;LYS;AF 1592;D;1845;20250624;20250624;0200000;BIQ;BIQ;76;E70;J;1;;;;;S25;975;;;24JUN25 0951;
N;LYS;AF 1592;D;1845;20250626;20250626;0004000;BIQ;BIQ;76;E70;J;1;;;;;S25;976;;;26JUN25 1401;
N;LYS;AF 1592;D;1855;20250627;20250627;0000500;BIQ;BIQ;76;E70;J;1;;;;;S25;977;;;26JUN25 1531;
N;LYS;AF 1592;D;1755;20250629;20250629;0000007;BIQ;BIQ;76;E70;J;1;;;;;S25;978;;;29JUN25 1314;
N;LYS;AF 1592;D;1845;20250630;20250630;1000000;BIQ;BIQ;76;E70;J;1;;;;;S25;979;;;30JUN25 0659;
N;LYS;AF 1592;D;1845;20250701;20250701;0200000;BIQ;BIQ;100;E90;J;1;;;;;S25;980;;;24JUN25 0951;
N;LYS;AF 1592;D;1845;20250703;20250703;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;981;;;26JUN25 1401;
N;LYS;AF 1592;D;1845;20250704;20250704;0000500;BIQ;BIQ;76;E70;J;1;;;;;S25;982;;;04JUL25 1034;
N;LYS;AF 1592;D;1350;20250706;20250706;0000007;BIQ;BIQ;76;E70;J;1;;;;;S25;983;;;05JUL25 1617;
N;LYS;AF 1592;D;1835;20250711;20250711;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;984;;;17JUL25 1533;
N;LYS;AF 1592;D;1340;20250713;20250713;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;985;;;11MAR25 1122;
N;LYS;AF 1592;D;1840;20250718;20250718;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;986;;;17JUL25 1533;
N;LYS;AF 1592;D;1350;20250720;20250720;0000007;BIQ;BIQ;76;E70;J;1;;;;;S25;987;;;19JUL25 1653;
N;LYS;AF 1592;D;1835;20250725;20250725;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;988;;;17JUL25 1533;
N;LYS;AF 1592;D;1455;20250727;20250727;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;989;;;24JUL25 1337;
N;LYS;AF 1592;D;1835;20250905;20250905;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;990;;;11MAR25 1122;
N;LYS;AF 1592;D;1345;20250907;20250907;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;991;;;11MAR25 1124;
N;LYS;AF 1592;D;1835;20250912;20250912;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;992;;;07JUL25 1018;
N;LYS;AF 1592;D;1345;20250914;20250914;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;993;;;07JUL25 1001;
N;LYS;AF 1592;D;1845;20250915;20251015;1230000;BIQ;BIQ;100;E90;J;1;;;;;S25;994;;;05MAY25 1250;
N;LYS;AF 1592;D;1845;20250918;20251016;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;995;;;05MAY25 1250;
N;LYS;AF 1592;D;1845;20250919;20251017;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;996;;;07JUL25 1018;
N;LYS;AF 1592;D;1755;20250921;20251012;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;997;;;05MAY25 1250;
N;LYS;AF 1593;A;1705;20250330;20250406;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;998;;;07MAR25 1533;
N;LYS;AF 1593;A;1750;20250331;20250408;1200000;BIQ;BIQ;100;E90;J;1;;;;;S25;999;;;11APR25 0544;
N;LYS;AF 1593;A;1750;20250402;20250402;0030000;BIQ;BIQ;76;E70;J;1;;;;;S25;1000;;;02APR25 1157;
N;LYS;AF 1593;A;1750;20250403;20250403;0004000;BIQ;BIQ;100;E90;J;1;;;;;S25;1001;;;10APR25 0406;
N;LYS;AF 1593;A;1750;20250404;20250404;0000500;BIQ;BIQ;100;E90;J;1;;;;;S25;1002;;;11APR25 0544;
N;LYS;AF 1593;A;1750;20250409;20250409;0030000;BIQ;BIQ;100;E90;J;1;;;;;S25;1003;;;02APR25 1157;
N;LYS;AF 1593;A;1750;20250410;20250410;0004000;BIQ;BIQ;76;E70;J;1;;;;;S25;1004;;;10APR25 0406;
N;LYS;AF 1593;A;1750;20250411;20250411;0000500;BIQ;BIQ;76;E70;J;1;;;;;S25;1005;;;11APR25 0544;
N;LYS;AF 1593;A;1655;20250413;20250413;0000007;BIQ;BIQ;76;E70;J;1;;;;;S25;1006;;;13APR25 0954;
N;LYS;AF 1593;A;1655;20250427;20250427;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;1007;;;04MAY25 1004;
N;LYS;AF 1593;A;1655;20250504;20250504;0000007;BIQ;BIQ;76;E70;J;1;;;;;S25;1008;;;04MAY25 1004;
N;LYS;AF 1593;A;1655;20250511;20250511;0000007;BIQ;BIQ;100;E90;J;1;;;;;S25;1009;;;04MAY25 1004;
N;LYS;AF 1593;A;1750;20250512;20250630;1000000;BIQ;BIQ;100;E90;J;1;;;;;S25;1010;;;25JUN25 1123;
